trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
95,False,"{'a': 0.1999999999999995, 'e': 0.2441432831534371}",20,13,6.273121437030994,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.1999999999999995, 'e': 0.24050846320834213}",30,20,2.2341662210136537,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
97,False,"{'a': 0.1999999999999995, 'e': 0.23692775868212176}",25,17,14.404928289627017,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.1999999999999995, 'e': 0.23340036390115138}",20,0,11.365591289866838,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.1999999999999995, 'e': 0.22992548518672384}",20,4,-0.7849256719499371,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
100,False,"{'a': 0.1999999999999995, 'e': 0.2265023406764688}",20,12,-10.419942889094436,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
101,False,"{'a': 0.1999999999999995, 'e': 0.22313016014842982}",20,6,22.81657754979786,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.1999999999999995, 'e': 0.21980818484776174}",20,11,6.500510755313735,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
103,False,"{'a': 0.1999999999999995, 'e': 0.21653566731600707}",25,2,13.277017004412038,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
104,False,"{'a': 0.1999999999999995, 'e': 0.21331187122291523}",20,15,-2.068691925438041,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
105,False,"{'a': 0.1999999999999995, 'e': 0.21013607120076472}",20,0,4.312933421132728,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
106,False,"{'a': 0.1999999999999995, 'e': 0.20700755268115265}",20,14,11.420730865900433,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.1999999999999995, 'e': 0.20392561173421347}",20,14,10.426905276596374,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.1999999999999995, 'e': 0.20088955491023208}",20,8,-43.84052022865259,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
109,False,"{'a': 0.1999999999999995, 'e': 0.1978986990836147}",20,7,4.800701218336851,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
110,False,"{'a': 0.1999999999999995, 'e': 0.1949523712991825}",25,17,10.023804937950826,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.1999999999999995, 'e': 0.19204990862075413}",25,19,9.835001990834902,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.1999999999999995, 'e': 0.18919065798198204}",30,21,16.768736109475572,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.1999999999999995, 'e': 0.18637397603940997}",20,3,3.7190574242008325,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
114,False,"{'a': 0.1999999999999995, 'e': 0.18359922902771791}",35,13,-18.653601324420023,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
115,False,"{'a': 0.1999999999999995, 'e': 0.1808657926171221}",20,2,30.495858126409438,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.1999999999999995, 'e': 0.17817305177289844}",25,2,-15.479432849143649,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
117,False,"{'a': 0.1999999999999995, 'e': 0.17552040061699686}",20,6,4.162869542994903,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
118,False,"{'a': 0.1999999999999995, 'e': 0.1729072422917164}",20,10,5.900915382133558,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
119,False,"{'a': 0.1999999999999995, 'e': 0.17033298882540943}",35,23,14.62558534326961,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.1999999999999995, 'e': 0.1677970610001859}",20,15,7.141450624995496,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.1999999999999995, 'e': 0.16529888822158656}",20,15,9.884042983916508,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.1999999999999995, 'e': 0.16283790839019696}",25,0,37.31922108548183,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
123,False,"{'a': 0.1999999999999995, 'e': 0.1604135677751728}",25,18,17.153777099492903,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.1999999999999995, 'e': 0.1580253208896478}",30,23,14.293209893784788,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.1999999999999995, 'e': 0.15567263036799733}",30,3,24.126826459012573,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
126,False,"{'a': 0.1999999999999995, 'e': 0.15335496684492847}",30,18,8.850408882758835,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.1999999999999995, 'e': 0.15107180883637086}",30,5,-16.561626765464208,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",1
128,False,"{'a': 0.1999999999999995, 'e': 0.14882264262214037}",20,10,16.98128125881498,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.1999999999999995, 'e': 0.14660696213035015}",25,14,20.593932146902656,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.1999999999999995, 'e': 0.144424268823542}",25,10,30.510332367318302,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.1999999999999995, 'e': 0.1422740715865136}",25,13,24.688383762085035,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.1999999999999995, 'e': 0.14015588661581538}",20,3,29.605856944728266,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.1999999999999995, 'e': 0.13806923731089282}",20,12,16.180118547642223,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.1999999999999995, 'e': 0.13601365416684918}",25,9,-15.517268513836868,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
135,False,"{'a': 0.1999999999999995, 'e': 0.13398867466880499}",20,9,14.642848021062296,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.1999999999999995, 'e': 0.13199384318783022}",20,9,-33.56412178117319,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
137,False,"{'a': 0.1999999999999995, 'e': 0.1300287108784259}",20,16,8.31534712478036,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.1999999999999995, 'e': 0.12809283557753204}",25,11,22.448882758970655,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.1999999999999995, 'e': 0.12618578170503877}",20,0,16.24130867162142,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
140,False,"{'a': 0.1999999999999995, 'e': 0.12430712016577938}",25,11,26.025414496635637,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.1999999999999995, 'e': 0.1224564282529819}",30,18,21.92769641090368,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.1999999999999995, 'e': 0.12063328955315832}",30,10,10.965395720610438,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.1999999999999995, 'e': 0.11883729385240965}",20,12,-7.744213633331256,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
144,False,"{'a': 0.1999999999999995, 'e': 0.11706803704412637}",20,16,8.993257338157797,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.1999999999999995, 'e': 0.11532512103806251}",25,5,16.948895792785986,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.1999999999999995, 'e': 0.11360815367076377}",20,16,8.562330652255849,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.1999999999999995, 'e': 0.11191674861732888}",20,9,20.03369840020609,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.1999999999999995, 'e': 0.11025052530448522}",20,10,15.862543025250652,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.1999999999999995, 'e': 0.10860910882495801}",25,0,44.26735224361908,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
150,False,"{'a': 0.1999999999999995, 'e': 0.10699212985311449}",20,9,-3.7422170776693715,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
151,False,"{'a': 0.1999999999999995, 'e': 0.10539922456186433}",25,17,-24.717983393103708,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
152,False,"{'a': 0.1999999999999995, 'e': 0.10383003454079692}",20,6,24.58217192288829,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.1999999999999995, 'e': 0.10228420671553748}",20,10,10.965630644913691,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.1999999999999995, 'e': 0.10076139326830373}",20,10,7.146059458247636,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.1999999999999995, 'e': 0.09926125155964566}",20,0,7.0431669380209,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
156,False,"{'a': 0.1999999999999995, 'e': 0.09778344405135009}",20,11,15.355225687976375,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.1999999999999995, 'e': 0.09632763823049303}",25,16,11.354111495934566,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.1999999999999995, 'e': 0.09489350653462311}",25,18,11.601827886609229,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.1999999999999995, 'e': 0.09348072627805847}",20,12,14.681551853165082,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.1999999999999995, 'e': 0.0920889795792812}",25,14,18.749238261585422,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.1999999999999995, 'e': 0.09071795328941251}",20,14,7.6733116912679,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.1999999999999995, 'e': 0.08936733892175319}",20,7,25.248149803236487,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.1999999999999995, 'e': 0.08803683258237259}",25,19,-0.5100864913325687,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.1999999999999995, 'e': 0.08672613490173114}",25,11,10.973783085248577,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
165,False,"{'a': 0.1999999999999995, 'e': 0.08543495096732123}",20,11,17.446249613471117,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.1999999999999995, 'e': 0.08416299025731036}",30,13,30.451742451631198,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.1999999999999995, 'e': 0.0829099665751727}",20,12,17.269070693772328,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.1999999999999995, 'e': 0.08167559798529346}",20,13,13.01011026642461,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.1999999999999995, 'e': 0.08045960674953244}",20,13,15.117434297845122,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.1999999999999995, 'e': 0.07926171926473159}",20,0,26.000791515489954,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
171,False,"{'a': 0.1999999999999995, 'e': 0.07808166600115317}",20,11,16.87704573352137,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.1999999999999995, 'e': 0.0769191814418345}",20,12,11.69187937955548,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.1999999999999995, 'e': 0.07577400402284548}",30,16,26.542353044206227,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.1999999999999995, 'e': 0.07464587607443561}",35,23,7.4349375176023145,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.1999999999999995, 'e': 0.0735345437630571}",30,4,-50.857483889910135,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 2}",1
176,False,"{'a': 0.1999999999999995, 'e': 0.07243975703425146}",20,16,6.674926992861541,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.1999999999999995, 'e': 0.07136126955638608}",30,11,33.933436436347016,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.1999999999999995, 'e': 0.07029883866522847}",25,13,14.277205278925916,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
179,False,"{'a': 0.1999999999999995, 'e': 0.069252225309346}",30,14,30.536035083589024,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.1999999999999995, 'e': 0.06822119399631812}",20,12,15.145752506578571,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.1999999999999995, 'e': 0.06720551273974978}",25,15,15.272422161333902,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.1999999999999995, 'e': 0.06620495300707324}",25,14,19.415699101263254,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.1999999999999995, 'e': 0.06521928966812753}",30,16,25.629389000857845,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.1999999999999995, 'e': 0.06424830094450308}",20,0,41.08439424413817,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
185,False,"{'a': 0.1999999999999995, 'e': 0.06329176835964073}",20,0,15.113438709587825,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
186,False,"{'a': 0.1999999999999995, 'e': 0.06234947668967343}",25,20,12.881423358532793,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.1999999999999995, 'e': 0.06142121391500013}",20,13,17.21700726393109,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.1999999999999995, 'e': 0.060506771172580416}",30,18,21.131554760696787,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.1999999999999995, 'e': 0.05960594270893937}",20,6,27.654016362797794,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.1999999999999995, 'e': 0.058718525833872284}",25,2,37.58051186993525,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.1999999999999995, 'e': 0.057844320874838456}",25,11,12.269127160559044,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.1999999999999995, 'e': 0.05698313113203406}",25,5,29.832965919268517,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.1999999999999995, 'e': 0.056134762834133725}",30,13,27.057667037243842,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.1999999999999995, 'e': 0.05529902509469138}",25,2,28.25215132239686,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.1999999999999995, 'e': 0.05447572986918988}",30,20,14.080046586483936,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.1999999999999995, 'e': 0.053664691912730135}",25,17,14.862721945463209,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.1999999999999995, 'e': 0.05286572873835037}",30,1,38.749761414138625,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.1999999999999995, 'e': 0.05207866057596569}",25,18,14.947619069919462,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.1999999999999995, 'e': 0.051303310331919136}",20,3,25.14684654643914,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.1999999999999995, 'e': 0.050539503549134696}",20,12,-7.067771470930268,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
201,False,"{'a': 0.1999999999999995, 'e': 0.049787068367863944}",20,1,17.570062376174405,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.1999999999999995, 'e': 0.04904583548701675}",20,9,8.508470467282033,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.1999999999999995, 'e': 0.04831563812606779}",20,12,16.299686881228862,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.1999999999999995, 'e': 0.04759631198753032}",25,14,18.304524171015284,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.1999999999999995, 'e': 0.046887695219988486}",25,3,37.06357749637141,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.1999999999999995, 'e': 0.04618962838168012}",30,17,23.817053451047435,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.1999999999999995, 'e': 0.04550195440462157}",20,9,23.96417983880135,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.1999999999999995, 'e': 0.04482451855926687}",20,10,9.42189443517815,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.1999999999999995, 'e': 0.04415716841969286}",25,11,22.497416403364166,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.1999999999999995, 'e': 0.043499753829302754}",25,8,30.040385347457317,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.1999999999999995, 'e': 0.04285212686704019}",25,15,19.798049718132912,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.1999999999999995, 'e': 0.042214141814106466}",30,24,12.033080461466053,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.1999999999999995, 'e': 0.04158565512117318}",25,5,35.89982645267905,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.1999999999999995, 'e': 0.040966525376082946}",20,3,16.55386125975116,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.1999999999999995, 'e': 0.04035661327203115}",20,12,14.764976131571707,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.1999999999999995, 'e': 0.039755781576221304}",25,0,39.63253238598961,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
217,False,"{'a': 0.1999999999999995, 'e': 0.03916389509898708}",20,12,13.321741835420298,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.1999999999999995, 'e': 0.03858082066337404}",20,14,9.327062433121156,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.1999999999999995, 'e': 0.038006427075174314}",20,0,29.390891358384664,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
220,False,"{'a': 0.1999999999999995, 'e': 0.037440585093407336}",25,16,19.257225559912428,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.1999999999999995, 'e': 0.036883167401240015}",20,5,18.839764296404446,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.1999999999999995, 'e': 0.036334048577339996}",25,17,13.166189986580584,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.1999999999999995, 'e': 0.0357931050676553}",25,13,25.019243711265375,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.1999999999999995, 'e': 0.035260215157614135}",25,5,34.400340564640864,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.1999999999999995, 'e': 0.03473525894473856}",20,15,6.820049221617577,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.1999999999999995, 'e': 0.03421811831166603}",20,2,29.742746121034987,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.1999999999999995, 'e': 0.033708676899572416}",20,14,11.736850223958465,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.1999999999999995, 'e': 0.03320682008199073}",30,21,17.518794195676467,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.1999999999999995, 'e': 0.03271243493901982}",30,16,-15.180671625765036,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
230,False,"{'a': 0.1999999999999995, 'e': 0.0322254102319168}",20,16,8.167823054897406,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.1999999999999995, 'e': 0.03174563637806795}",20,9,0.06906300223199335,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
232,False,"{'a': 0.1999999999999995, 'e': 0.03127300542633206}",25,0,24.47558908521293,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
233,False,"{'a': 0.1999999999999995, 'e': 0.030807411032751076}",25,10,27.081076389152212,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.1999999999999995, 'e': 0.030348748436622216}",25,4,9.669988446329004,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
235,False,"{'a': 0.1999999999999995, 'e': 0.02989691443692632}",25,15,13.124329186147541,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.1999999999999995, 'e': 0.02945180736910729}",20,5,20.654130660803805,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.1999999999999995, 'e': 0.029013327082197053}",20,16,7.321516712724808,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.1999999999999995, 'e': 0.028581374916281214}",20,11,17.622933918450634,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.1999999999999995, 'e': 0.028155853680300106}",25,19,9.247466784263237,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.1999999999999995, 'e': 0.027736667630180466}",25,11,24.434587070953995,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.1999999999999995, 'e': 0.02732372244729257}",30,9,36.5728137125362,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
